73 0 1 0 1 1 0  9
74 0 0 3 0 19 1  0
75 0 0 3 1 0 1  0
76 0 0 2 0 17 1  1
77 0 0 2 1 2 1  1
78 0 1 0 0 14 1  10
79 0 1 0 1 5 1  10
80 0 2 2 0 18 1  11
81 0 2 2 1 1 1  11
82 0 2 2 0 15 1  12
83 0 2 2 1 4 1  12
84 0 2 1 0 18 1  13
85 0 2 1 1 1 1  13
86 0 2 1 0 16 1  14
87 0 2 1 1 3 1  14
88 0 2 1 0 13 1  15
89 0 2 1 1 6 1  15
90 0 2 0 0 18 1  16
91 0 2 0 1 1 1  16
92 0 2 0 0 16 1  17
93 0 2 0 1 3 1  17
94 0 2 0 0 13 1  18
95 0 2 0 1 6 1  18
96 0 3 3 0 18 1  19
97 0 3 3 1 1 1  19
98 0 0 0 0 18 1  2
99 0 0 0 1 1 1  2
100 0 3 3 0 16 1  20
101 0 3 3 1 3 1  20
102 0 3 3 0 14 1  21
103 0 3 3 1 5 1  21
104 0 3 3 0 12 1  22
105 0 3 3 1 7 1  22
106 0 3 2 0 18 1  23
107 0 3 2 1 1 1  23
108 0 3 2 0 15 1  24
109 0 3 2 1 4 1  24
110 0 3 2 0 12 1  25
111 0 3 2 1 7 1  25
112 0 3 1 0 17 1  26
113 0 3 1 1 2 1  26
114 0 3 1 0 14 1  27
115 0 3 1 1 5 1  27
116 0 3 1 0 12 1  28
117 0 3 1 1 7 1  28
118 0 3 0 0 17 1  29
119 0 3 0 1 2 1  29
120 0 0 0 0 16 1  3
121 0 0 0 1 3 1  3
122 0 3 0 0 14 1  30
123 0 3 0 1 5 1  30
124 0 4 3 0 19 1  31
125 0 4 3 1 0 1  31
126 0 4 3 0 15 1  32
127 0 4 3 1 4 1  32
128 0 4 2 0 18 1  33
129 0 4 2 1 1 1  33
130 0 4 2 0 13 1  34
131 0 4 2 1 6 1  34
132 0 4 1 0 15 1  35
133 0 4 1 1 4 1  35
134 0 4 0 0 15 1  36
135 0 4 0 1 4 1  36
136 0 1 3 0 17 1  4
137 0 1 3 1 2 1  4
138 0 1 3 0 14 1  5
139 0 1 3 1 5 1  5
140 0 1 1 0 17 1  6
141 0 1 1 1 2 1  6
142 0 1 1 0 14 1  7
143 0 1 1 1 5 1  7
144 0 1 1 0 12 1  8
145 0 1 1 1 7 1  8
146 0 1 0 0 17 1  9
147 0 1 0 1 2 1  9
148 1 0 2 0 15 10  1
149 1 0 2 1 4 10  1
150 1 1 0 0 7 10  10
151 1 1 0 1 12 10  10
152 1 1 0 0 6 10  11
153 1 1 0 1 13 10  11
154 1 1 0 0 3 10  12
155 1 1 0 1 16 10  12
156 1 2 2 0 5 10  13
157 1 2 2 1 14 10  13
158 1 2 2 0 3 10  14
159 1 2 2 1 16 10  14
160 1 2 1 0 7 10  15
161 1 2 1 1 12 10  15
162 1 2 1 0 8 10  16
163 1 2 1 1 11 10  16
164 1 2 0 0 7 10  17
165 1 2 0 1 12 10  17
166 1 2 0 0 9 10  18
167 1 2 0 1 10 10  18
168 1 2 0 0 2 10  19
169 1 2 0 1 17 10  19
170 1 0 3 0 10 10  2
171 1 0 3 1 9 10  2
172 1 3 3 0 7 10  20
173 1 3 3 1 12 10  20
174 1 3 3 0 3 10  21
175 1 3 3 1 16 10  21
176 1 3 2 0 6 10  22
177 1 3 2 1 13 10  22
178 1 3 2 0 3 10  23
179 1 3 2 1 16 10  23
180 1 3 1 0 7 10  24
181 1 3 1 1 12 10  24
182 1 3 1 0 3 10  25
183 1 3 1 1 16 10  25
184 1 3 1 0 0 10  26
185 1 3 1 1 19 10  26
186 1 4 3 0 7 10  27
187 1 4 3 1 12 10  27
188 1 4 2 0 7 10  28
189 1 4 2 1 12 10  28
190 0 4 2 0 4 10  29
191 0 4 2 1 15 10  29
192 0 0 3 0 7 10  3
193 0 0 3 1 12 10  3
194 0 4 1 0 6 10  30
195 0 4 1 1 13 10  30
196 0 4 1 0 2 10  31
197 0 4 1 1 17 10  31
198 0 4 0 0 3 10  32
199 0 4 0 1 16 10  32
200 0 4 0 0 0 10  33
201 0 4 0 1 19 10  33
202 1 4 0 0 8 10  34
203 1 4 0 1 11 10  34
204 1 4 1 0 13 10  35
205 1 4 1 1 6 10  35
206 0 0 3 0 6 10  4
207 0 0 3 1 13 10  4
208 0 0 2 0 3 10  5
209 0 0 2 1 16 10  5
210 0 0 2 0 2 10  6
211 0 0 2 1 17 10  6
212 0 0 0 0 1 10  7
213 0 0 0 1 18 10  7
214 1 0 0 0 0 10  8
215 1 0 0 1 19 10  8
216 1 1 1 0 2 10  9
217 1 1 1 1 17 10  9
218 1 0 2 0 16 11  1
219 1 0 2 1 3 11  1
220 1 1 0 0 10 11  10
221 1 1 0 1 9 11  10
222 1 1 0 0 8 11  11
223 1 1 0 1 11 11  11
224 1 2 2 0 7 11  12
225 1 2 2 1 12 11  12
226 1 2 2 0 6 11  13
227 1 2 2 1 13 11  13
228 1 2 1 0 10 11  14
229 1 2 1 1 9 11  14
230 1 2 1 0 9 11  15
231 1 2 1 1 10 11  15
232 1 2 1 0 12 11  16
233 1 2 1 1 7 11  16
234 1 2 0 0 10 11  17
235 1 2 0 1 9 11  17
236 1 2 0 0 12 11  18
237 1 2 0 1 7 11  18
238 1 2 0 0 3 11  19
239 1 2 0 1 16 11  19
240 1 0 3 0 12 11  2
241 1 0 3 1 7 11  2
242 1 3 3 0 10 11  20
243 1 3 3 1 9 11  20
244 1 3 3 0 9 11  21
245 1 3 3 1 10 11  21
246 1 3 2 0 7 11  22
247 1 3 2 1 12 11  22
248 1 3 2 0 9 11  23
249 1 3 2 1 10 11  23
250 1 3 2 0 0 11  24
251 1 3 2 1 19 11  24
252 1 3 1 0 4 11  25
253 1 3 1 1 15 11  25
254 1 3 1 0 1 11  26
255 1 3 1 1 18 11  26
256 1 3 0 0 2 11  27
257 1 3 0 1 17 11  27
258 1 4 3 0 3 11  28
259 1 4 3 1 16 11  28
260 0 4 1 0 7 11  29
261 0 4 1 1 12 11  29
262 1 0 3 0 7 11  3
263 1 0 3 1 12 11  3
264 0 4 1 0 5 11  30
265 0 4 1 1 14 11  30
266 0 4 0 0 5 11  31
267 0 4 0 1 14 11  31
268 0 4 0 0 2 11  32
269 0 4 0 1 17 11  32
270 1 4 0 0 0 11  33
271 1 4 0 1 19 11  33
272 1 4 0 0 9 11  34
273 1 4 0 1 10 11  34
274 1 4 1 0 14 11  35
275 1 4 1 1 5 11  35
276 0 0 3 0 5 11  4
277 0 0 3 1 14 11  4
278 0 0 3 0 3 11  5
279 0 0 3 1 16 11  5
280 0 0 2 0 1 11  6
281 0 0 2 1 18 11  6
282 0 0 2 0 0 11  7
283 0 0 2 1 19 11  7
284 1 1 3 0 1 11  8
285 1 1 3 1 18 11  8
286 1 1 1 0 3 11  9
287 1 1 1 1 16 11  9
288 1 0 2 0 17 12  1
289 1 0 2 1 2 12  1
290 1 1 0 0 12 12  10
291 1 1 0 1 7 12  10
292 1 1 0 0 9 12  11
293 1 1 0 1 10 12  11
294 1 2 2 0 8 12  12
295 1 2 2 1 11 12  12
296 1 2 2 0 12 12  13
297 1 2 2 1 7 12  13
298 1 2 1 0 11 12  14
299 1 2 1 1 8 12  14
300 1 2 1 0 13 12  15
301 1 2 1 1 6 12  15
302 1 2 0 0 18 12  16
303 1 2 0 1 1 12  16
304 1 2 0 0 11 12  17
305 1 2 0 1 8 12  17
306 1 2 0 0 13 12  18
307 1 2 0 1 6 12  18
308 1 2 0 0 8 12  19
309 1 2 0 1 11 12  19
310 1 0 3 0 11 12  2
311 1 0 3 1 8 12  2
312 1 3 3 0 16 12  20
313 1 3 3 1 3 12  20
314 1 3 3 0 14 12  21
315 1 3 3 1 5 12  21
316 1 3 2 0 11 12  22
317 1 3 2 1 8 12  22
318 1 3 2 0 10 12  23
319 1 3 2 1 9 12  23
320 1 3 2 0 8 12  24
321 1 3 2 1 11 12  24
322 1 3 1 0 11 12  25
323 1 3 1 1 8 12  25
324 1 3 1 0 10 12  26
325 1 3 1 1 9 12  26
326 1 3 0 0 3 12  27
327 1 3 0 1 16 12  27
328 1 4 3 0 4 12  28
329 1 4 3 1 15 12  28
330 1 4 1 0 7 12  29
331 1 4 1 1 12 12  29
332 1 0 3 0 8 12  3
333 1 0 3 1 11 12  3
334 0 4 0 0 7 12  30
335 0 4 0 1 12 12  30
336 0 4 0 0 4 12  31
337 0 4 0 1 15 12  31
338 1 4 0 0 1 12  32
339 1 4 0 1 18 12  32
340 1 4 0 0 10 12  33
341 1 4 0 1 9 12  33
342 1 4 0 0 19 12  34
343 1 4 0 1 0 12  34
344 1 4 1 0 15 12  35
345 1 4 1 1 4 12  35
346 0 0 3 0 4 12  4
347 0 0 3 1 15 12  4
348 0 0 3 0 2 12  5
349 0 0 3 1 17 12  5
350 0 0 3 0 1 12  6
351 0 0 3 1 18 12  6
352 1 0 2 0 0 12  7
353 1 0 2 1 19 12  7
354 1 1 3 0 2 12  8
355 1 1 3 1 17 12  8
356 1 1 1 0 4 12  9
357 1 1 1 1 15 12  9
358 1 0 2 0 18 13  1
359 1 0 2 1 1 13  1
360 1 1 0 0 13 13  10
361 1 1 0 1 6 13  10
362 1 2 2 0 17 13  11
363 1 2 2 1 2 13  11
364 1 2 2 0 14 13  12
365 1 2 2 1 5 13  12
366 1 2 2 0 13 13  13
367 1 2 2 1 6 13  13
368 1 2 1 0 15 13  14
369 1 2 1 1 4 13  14
370 1 2 1 0 14 13  15
371 1 2 1 1 5 13  15
372 1 2 0 0 19 13  16
373 1 2 0 1 0 13  16
374 1 2 0 0 15 13  17
375 1 2 0 1 4 13  17
376 1 2 0 0 14 13  18
377 1 2 0 1 5 13  18
378 1 3 3 0 11 13  19
379 1 3 3 1 8 13  19
380 1 0 2 0 12 13  2
381 1 0 2 1 7 13  2
382 1 3 3 0 17 13  20
383 1 3 3 1 2 13  20
384 1 3 3 0 15 13  21
385 1 3 3 1 4 13  21
386 1 3 3 0 8 13  22
387 1 3 3 1 11 13  22
388 1 3 2 0 17 13  23
389 1 3 2 1 2 13  23
390 1 3 2 0 14 13  24
391 1 3 2 1 5 13  24
392 1 3 1 0 19 13  25
393 1 3 1 1 0 13  25
394 1 3 1 0 16 13  26
395 1 3 1 1 3 13  26
396 1 3 0 0 4 13  27
397 1 3 0 1 15 13  27
398 1 4 3 0 5 13  28
399 1 4 3 1 14 13  28
400 1 4 2 0 4 13  29
401 1 4 2 1 15 13  29
402 1 0 3 0 9 13  3
403 1 0 3 1 10 13  3
404 0 4 0 0 6 13  30
405 0 4 0 1 13 13  30
406 1 4 0 0 4 13  31
407 1 4 0 1 15 13  31
408 1 4 0 0 2 13  32
409 1 4 0 1 17 13  32
410 1 4 0 0 11 13  33
411 1 4 0 1 8 13  33
412 1 4 1 0 17 13  34
413 1 4 1 1 2 13  34
414 1 4 1 0 16 13  35
415 1 4 1 1 3 13  35
416 1 0 3 0 5 13  4
417 1 0 3 1 14 13  4
418 1 0 3 0 2 13  5
419 1 0 3 1 17 13  5
420 0 0 3 0 0 13  6
421 0 0 3 1 19 13  6
422 1 0 0 0 1 13  7
423 1 0 0 1 18 13  7
424 1 1 3 0 3 13  8
425 1 1 3 1 16 13  8
426 1 1 1 0 5 13  9
427 1 1 1 1 14 13  9
428 1 1 0 0 14 14  10
429 1 1 0 1 5 14  10
430 1 2 2 0 18 14  11
431 1 2 2 1 1 14  11
432 1 2 2 0 15 14  12
433 1 2 2 1 4 14  12
434 1 2 1 0 18 14  13
435 1 2 1 1 1 14  13
436 1 2 1 0 16 14  14
437 1 2 1 1 3 14  14
438 1 2 0 0 16 14  17
439 1 2 0 1 3 14  17
440 1 3 3 0 18 14  19
441 1 3 3 1 1 14  19
442 1 0 2 0 13 14  2
443 1 0 2 1 6 14  2
444 1 3 3 0 12 14  22
445 1 3 3 1 7 14  22
446 1 3 2 0 18 14  23
447 1 3 2 1 1 14  23
448 1 3 2 0 15 14  24
449 1 3 2 1 4 14  24
450 1 3 2 0 12 14  25
451 1 3 2 1 7 14  25
452 1 3 1 0 17 14  26
453 1 3 1 1 2 14  26
454 1 3 1 0 8 14  27
455 1 3 1 1 11 14  27
456 1 3 0 0 0 14  28
457 1 3 0 1 19 14  28
458 1 4 2 0 5 14  29
459 1 4 2 1 14 14  29
460 1 0 2 0 9 14  3
461 1 0 2 1 10 14  3
462 0 4 0 0 1 14  30
463 0 4 0 1 18 14  30
464 1 4 0 0 5 14  31
465 1 4 0 1 14 14  31
466 1 4 0 0 3 14  32
467 1 4 0 1 16 14  32
468 1 4 1 0 8 14  33
469 1 4 1 1 11 14  33
470 1 4 1 0 18 14  34
471 1 4 1 1 1 14  34
472 1 0 3 0 6 14  4
473 1 0 3 1 13 14  4
474 1 0 3 0 3 14  5
475 1 0 3 1 16 14  5
476 1 0 3 0 4 14  6
477 1 0 3 1 15 14  6
478 1 0 0 0 2 14  7
479 1 0 0 1 17 14  7
480 1 1 1 0 6 14  8
481 1 1 1 1 13 14  8
482 1 1 0 0 11 14  9
483 1 1 0 1 8 14  9
484 1 1 0 0 15 15  10
485 1 1 0 1 4 15  10
486 1 2 2 0 19 15  11
487 1 2 2 1 0 15  11
488 1 2 2 0 16 15  12
489 1 2 2 1 3 15  12
490 1 2 1 0 19 15  13
491 1 2 1 1 0 15  13
492 1 2 1 0 17 15  14
493 1 2 1 1 2 15  14
494 1 2 0 0 17 15  17
495 1 2 0 1 2 15  17
496 1 3 3 0 19 15  19
497 1 3 3 1 0 15  19
498 1 0 2 0 14 15  2
499 1 0 2 1 5 15  2
500 1 3 3 0 13 15  22
501 1 3 3 1 6 15  22
502 1 3 2 0 19 15  23
503 1 3 2 1 0 15  23
504 1 3 2 0 16 15  24
505 1 3 2 1 3 15  24
506 1 3 2 0 13 15  25
507 1 3 2 1 6 15  25
508 1 3 1 0 18 15  26
509 1 3 1 1 1 15  26
510 1 3 1 0 9 15  27
511 1 3 1 1 10 15  27
512 1 3 0 0 1 15  28
513 1 3 0 1 18 15  28
514 1 4 2 0 6 15  29
515 1 4 2 1 13 15  29
516 1 0 2 0 10 15  3
517 1 0 2 1 9 15  3
518 1 4 0 0 6 15  30
519 1 4 0 1 13 15  30
520 1 4 1 0 2 15  31
521 1 4 1 1 17 15  31
522 1 4 1 0 0 15  32
523 1 4 1 1 19 15  32
524 1 4 1 0 9 15  33
525 1 4 1 1 10 15  33
526 1 4 1 0 19 15  34
527 1 4 1 1 0 15  34
528 1 0 2 0 6 15  4
529 1 0 2 1 13 15  4
530 1 0 2 0 3 15  5
531 1 0 2 1 16 15  5
532 1 0 3 0 0 15  6
533 1 0 3 1 19 15  6
534 1 0 0 0 3 15  7
535 1 0 0 1 16 15  7
536 1 1 1 0 7 15  8
537 1 1 1 1 12 15  8
538 1 1 0 0 16 15  9
539 1 1 0 1 3 15  9
540 1 0 0 0 17 16  2
541 1 0 0 1 2 16  2
542 1 3 1 0 14 16  27
543 1 3 1 1 5 16  27
544 1 3 0 0 11 16  28
545 1 3 0 1 8 16  28
546 1 4 3 0 0 16  29
547 1 4 3 1 19 16  29
548 1 0 2 0 11 16  3
549 1 0 2 1 8 16  3
550 1 4 0 0 7 16  30
551 1 4 0 1 12 16  30
552 1 4 1 0 3 16  31
553 1 4 1 1 16 16  31
554 1 4 1 0 1 16  32
555 1 4 1 1 18 16  32
556 1 4 1 0 10 16  33
557 1 4 1 1 9 16  33
558 1 4 2 0 12 16  34
559 1 4 2 1 7 16  34
560 1 0 2 0 7 16  4
561 1 0 2 1 12 16  4
562 1 0 2 0 4 16  5
563 1 0 2 1 15 16  5
564 1 0 3 0 1 16  6
565 1 0 3 1 18 16  6
566 1 1 3 0 4 16  7
567 1 1 3 1 15 16  7
568 1 1 1 0 8 16  8
569 1 1 1 1 11 16  8
570 1 1 0 0 17 16  9
571 1 1 0 1 2 16  9
572 1 0 0 0 18 17  2
573 1 0 0 1 1 17  2
574 1 3 1 0 15 17  27
575 1 3 1 1 4 17  27
576 1 3 0 0 19 17  28
577 1 3 0 1 0 17  28
578 1 4 3 0 1 17  29
579 1 4 3 1 18 17  29
580 1 0 0 0 13 17  3
581 1 0 0 1 6 17  3
582 1 4 1 0 5 17  30
583 1 4 1 1 14 17  30
584 1 4 1 0 4 17  31
585 1 4 1 1 15 17  31
586 1 4 1 0 11 17  32
587 1 4 1 1 8 17  32
588 1 4 2 0 15 17  33
589 1 4 2 1 4 17  33
590 1 4 2 0 13 17  34
591 1 4 2 1 6 17  34
592 1 0 2 0 8 17  4
593 1 0 2 1 11 17  4
594 1 0 2 0 5 17  5
595 1 0 2 1 14 17  5
596 1 0 2 0 1 17  6
597 1 0 2 1 18 17  6
598 1 1 3 0 5 17  7
599 1 1 3 1 14 17  7
600 1 1 1 0 9 17  8
601 1 1 1 1 10 17  8
602 1 1 0 0 18 17  9
603 1 1 0 1 1 17  9
604 1 0 0 0 19 18  2
605 1 0 0 1 0 18  2
606 1 3 1 0 12 18  28
607 1 3 1 1 7 18  28
608 1 4 3 0 2 18  29
609 1 4 3 1 17 18  29
610 1 0 0 0 14 18  3
611 1 0 0 1 5 18  3
612 1 4 1 0 6 18  30
613 1 4 1 1 13 18  30
614 1 4 2 0 0 18  31
615 1 4 2 1 19 18  31
616 1 4 2 0 8 18  32
617 1 4 2 1 11 18  32
618 1 4 2 0 16 18  33
619 1 4 2 1 3 18  33
620 1 4 2 0 14 18  34
621 1 4 2 1 5 18  34
622 1 0 0 0 10 18  4
623 1 0 0 1 9 18  4
624 1 0 0 0 7 18  5
625 1 0 0 1 12 18  5
626 1 0 2 0 2 18  6
627 1 0 2 1 17 18  6
628 1 1 3 0 6 18  7
629 1 1 3 1 13 18  7
630 1 1 1 0 12 18  8
631 1 1 1 1 7 18  8
632 1 3 1 0 13 19  28
633 1 3 1 1 6 19  28
634 1 3 0 0 9 19  29
635 1 3 0 1 10 19  29
636 1 0 0 0 15 19  3
637 1 0 0 1 4 19  3
638 1 4 2 0 1 19  30
639 1 4 2 1 18 19  30
640 1 4 2 0 10 19  31
641 1 4 2 1 9 19  31
642 1 4 2 0 9 19  32
643 1 4 2 1 10 19  32
644 1 4 2 0 17 19  33
645 1 4 2 1 2 19  33
646 1 0 0 0 11 19  4
647 1 0 0 1 8 19  4
648 1 0 0 0 8 19  5
649 1 0 0 1 11 19  5
650 1 0 0 0 4 19  6
651 1 0 0 1 15 19  6
652 1 1 1 0 10 19  7
653 1 1 1 1 9 19  7
654 1 1 0 0 19 19  8
655 1 1 0 1 0 19  8
656 0 0 3 0 18 2  0
657 0 0 3 1 1 2  0
658 0 0 2 0 16 2  1
659 0 0 2 1 3 2  1
660 0 1 0 0 13 2  10
661 0 1 0 1 6 2  10
662 0 2 2 0 17 2  11
663 0 2 2 1 2 2  11
664 0 2 2 0 14 2  12
665 0 2 2 1 5 2  12
666 0 2 2 0 13 2  13
667 0 2 2 1 6 2  13
668 0 2 1 0 15 2  14
669 0 2 1 1 4 2  14
670 0 2 1 0 9 2  15
671 0 2 1 1 10 2  15
672 0 2 1 0 12 2  16
673 0 2 1 1 7 2  16
674 0 2 0 0 15 2  17
675 0 2 0 1 4 2  17
676 0 2 0 0 12 2  18
677 0 2 0 1 7 2  18
678 0 3 3 0 11 2  19
679 0 3 3 1 8 2  19
680 0 0 0 0 17 2  2
681 0 0 0 1 2 2  2
682 0 3 3 0 10 2  20
683 0 3 3 1 9 2  20
684 0 3 3 0 9 2  21
685 0 3 3 1 10 2  21
686 0 3 3 0 8 2  22
687 0 3 3 1 11 2  22
688 0 3 2 0 17 2  23
689 0 3 2 1 2 2  23
690 0 3 2 0 14 2  24
691 0 3 2 1 5 2  24
692 0 3 1 0 19 2  25
693 0 3 1 1 0 2  25
694 0 3 1 0 16 2  26
695 0 3 1 1 3 2  26
696 0 3 1 0 9 2  27
697 0 3 1 1 10 2  27
698 0 3 0 0 19 2  28
699 0 3 0 1 0 2  28
700 0 3 0 0 16 2  29
701 0 3 0 1 3 2  29
702 0 0 0 0 15 2  3
703 0 0 0 1 4 2  3
704 0 3 0 0 13 2  30
705 0 3 0 1 6 2  30
706 0 4 3 0 18 2  31
707 0 4 3 1 1 2  31
708 0 4 3 0 14 2  32
709 0 4 3 1 5 2  32
710 0 4 2 0 17 2  33
711 0 4 2 1 2 2  33
712 0 4 2 0 12 2  34
713 0 4 2 1 7 2  34
714 0 4 1 0 14 2  35
715 0 4 1 1 5 2  35
716 0 4 0 0 14 2  36
717 0 4 0 1 5 2  36
718 0 1 3 0 16 2  4
719 0 1 3 1 3 2  4
720 0 1 3 0 13 2  5
721 0 1 3 1 6 2  5
722 0 1 1 0 16 2  6
723 0 1 1 1 3 2  6
724 0 1 1 0 13 2  7
725 0 1 1 1 6 2  7
726 0 1 1 0 9 2  8
727 0 1 1 1 10 2  8
728 0 1 0 0 16 2  9
729 0 1 0 1 3 2  9
730 1 3 0 0 10 20  29
731 1 3 0 1 9 20  29
732 1 0 0 0 16 20  3
733 1 0 0 1 3 20  3
734 1 4 2 0 2 20  30
735 1 4 2 1 17 20  30
736 1 4 2 0 11 20  31
737 1 4 2 1 8 20  31
738 1 4 2 0 19 20  32
739 1 4 2 1 0 20  32
740 1 4 2 0 18 20  33
741 1 4 2 1 1 20  33
742 1 0 0 0 12 20  4
743 1 0 0 1 7 20  4
744 1 0 0 0 9 20  5
745 1 0 0 1 10 20  5
746 1 0 0 0 5 20  6
747 1 0 0 1 14 20  6
748 1 1 1 0 11 20  7
749 1 1 1 1 8 20  7
750 1 3 0 0 16 21  29
751 1 3 0 1 3 21  29
752 1 1 3 0 19 21  3
753 1 1 3 1 0 21  3
754 1 4 2 0 3 21  30
755 1 4 2 1 16 21  30
756 1 4 3 0 8 21  31
757 1 4 3 1 11 21  31
758 1 4 3 0 13 21  32
759 1 4 3 1 6 21  32
760 1 4 3 0 12 21  33
761 1 4 3 1 7 21  33
762 1 1 3 0 15 21  4
763 1 1 3 1 4 21  4
764 1 1 3 0 10 21  5
765 1 1 3 1 9 21  5
766 1 0 0 0 6 21  6
767 1 0 0 1 13 21  6
768 1 1 1 0 13 21  7
769 1 1 1 1 6 21  7
770 1 3 0 0 17 22  29
771 1 3 0 1 2 22  29
772 1 4 3 0 9 22  30
773 1 4 3 1 10 22  30
774 1 4 3 0 17 22  31
775 1 4 3 1 2 22  31
776 1 4 3 0 14 22  32
777 1 4 3 1 5 22  32
778 1 1 3 0 16 22  4
779 1 1 3 1 3 22  4
780 1 1 3 0 11 22  5
781 1 1 3 1 8 22  5
782 1 1 3 0 7 22  6
783 1 1 3 1 12 22  6
784 1 1 1 0 14 22  7
785 1 1 1 1 5 22  7
786 1 3 0 0 18 23  29
787 1 3 0 1 1 23  29
788 1 4 3 0 10 23  30
789 1 4 3 1 9 23  30
790 1 4 3 0 18 23  31
791 1 4 3 1 1 23  31
792 1 4 3 0 15 23  32
793 1 4 3 1 4 23  32
794 1 1 3 0 17 23  4
795 1 1 3 1 2 23  4
796 1 1 3 0 13 23  5
797 1 1 3 1 6 23  5
798 1 1 3 0 8 23  6
799 1 1 3 1 11 23  6
800 1 1 1 0 15 23  7
801 1 1 1 1 4 23  7
802 1 4 3 0 11 24  30
803 1 4 3 1 8 24  30
804 1 4 3 0 19 24  31
805 1 4 3 1 0 24  31
806 1 4 3 0 16 24  32
807 1 4 3 1 3 24  32
808 1 1 3 0 18 24  4
809 1 1 3 1 1 24  4
810 1 1 3 0 14 24  5
811 1 1 3 1 5 24  5
812 1 1 3 0 9 24  6
813 1 1 3 1 10 24  6
814 1 3 0 0 8 25  30
815 1 3 0 1 11 25  30
816 1 3 0 0 12 25  31
817 1 3 0 1 7 25  31
818 1 1 1 0 19 25  5
819 1 1 1 1 0 25  5
820 1 1 3 0 12 25  6
821 1 1 3 1 7 25  6
822 1 3 0 0 13 26  30
823 1 3 0 1 6 26  30
824 1 1 1 0 16 26  6
825 1 1 1 1 3 26  6
826 1 3 0 0 14 27  30
827 1 3 0 1 5 27  30
828 1 1 1 0 17 27  6
829 1 1 1 1 2 27  6
830 1 3 0 0 15 28  30
831 1 3 0 1 4 28  30
832 1 1 1 0 18 28  6
833 1 1 1 1 1 28  6
834 0 0 3 0 17 3  0
835 0 0 3 1 2 3  0
836 0 0 2 0 15 3  1
837 0 0 2 1 4 3  1
838 0 1 0 0 12 3  10
839 0 1 0 1 7 3  10
840 0 1 0 0 9 3  11
841 0 1 0 1 10 3  11
842 0 2 2 0 8 3  12
843 0 2 2 1 11 3  12
844 0 2 2 0 12 3  13
845 0 2 2 1 7 3  13
846 0 2 1 0 11 3  14
847 0 2 1 1 8 3  14
848 0 2 1 0 7 3  15
849 0 2 1 1 12 3  15
850 0 2 1 0 8 3  16
851 0 2 1 1 11 3  16
852 0 2 0 0 11 3  17
853 0 2 0 1 8 3  17
854 0 2 0 0 9 3  18
855 0 2 0 1 10 3  18
856 0 2 0 0 8 3  19
857 0 2 0 1 11 3  19
858 0 0 2 0 14 3  2
859 0 0 2 1 5 3  2
860 0 3 3 0 7 3  20
861 0 3 3 1 12 3  20
862 0 3 3 0 3 3  21
863 0 3 3 1 16 3  21
864 0 3 2 0 11 3  22
865 0 3 2 1 8 3  22
866 0 3 2 0 10 3  23
867 0 3 2 1 9 3  23
868 0 3 2 0 8 3  24
869 0 3 2 1 11 3  24
870 0 3 1 0 11 3  25
871 0 3 1 1 8 3  25
872 0 3 1 0 10 3  26
873 0 3 1 1 9 3  26
874 0 3 1 0 8 3  27
